day,LHS,RHS
742.3107057350817,244434.23791586776,362045.67921165755
743.8551030386965,242858.2744460328,362001.8657759266
745.3995003423112,241288.0614477596,361954.8156494514
746.943897645926,239723.61352395423,361904.55932569277
748.4882949495407,238164.94463027318,361851.1270972832
750.0326922531555,236612.0680845104,361794.5490566061
751.5770895567701,235064.9965758879,361734.8550963875
753.121486860385,233523.742174247,361672.0749103024
754.6658841639997,231988.31633914917,361606.2379935897
756.2102814676144,230458.72992888355,361537.3736436803
757.7546787712292,228934.99320937746,361465.51096083346
759.2990760748439,227417.11586301564,361390.67884878954
760.8434733784587,225905.106997369,361312.90601542656
762.3878706820735,224398.97515382702,361232.22097343206
763.9322679856882,222898.7283161443,361148.65204098047
765.476665289303,221404.3739188928,361062.2273424233
767.0210625929177,219915.91885582573,360972.974808987
768.5654598965325,218433.36948815116,360880.9221794783
770.1098572001472,216956.73165271737,360786.0970010011
771.654254503762,215486.0106701111,360688.5266296792
